Cite as: CAIT Climate Data Explorer. 2015. Washington; DC: World Resources Institute. Available online at:•À_http://cait.wri.org.•À_ Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014; FAOSTAT Emissions Database. Any use of CO2•À_emissions from fuel combustion data should be cited as CO2•À_Emissions from Fuel Combustion; •À_OECD/IEA; 2014.;;;;;;;;;;;;;;;;;
;;Total GHG;;Emissions by Gas excluding LUCF;;;;Emissions by Gas including LUCF;;;Emissions by Sector;;;;;;Emissions by Energy Sub-Sector;;;;
Country;Year;Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e);Total GHG Emissions Including Land-Use Change and Forestry (MtCO?e?);Total CO2 (excluding Land-Use Change and Forestry) (MtCO2);Total CH4 (MtCO2e);Total N2O (MtCO2e);Total F-Gas (MtCO2e);Total CO2 (including Land-Use Change and Forestry) (MtCO2);Total CH4 (including Land-Use Change and Forestry) (MtCO2e);Total N2O (including Land-Use Change and Forestry) (MtCO2e);Energy (MtCO2e);Industrial Processes (MtCO2e);Agriculture (MtCO2e);Waste (MtCO2e);Land-Use Change and Forestry (MtCO2);Bunker Fuels (MtCO2);Electricity/Heat (MtCO2);Manufacturing/Construction (MtCO2);Transportation (MtCO2);Other Fuel Combustion (MtCO2e);Fugitive Emissions (MtCO2e)
Kenya;1996;3.451.147.609;4.332.973.609;7.165;172.234;101.036;0.0194;15.902.278;1.728.999.599;1.011.806.456;116.882;0.9244;213.313;0.5676;88.183;1.57;0.6;1.95;2.64;64.793;0.0189
Kenya;1997;3.416.192.882;4.319.318.882;68.111;17.275;100.494;0.0265;1.562.861;1.743.897.269;1.009.914.848;115.707;0.7776;212.336;0.5801;90.313;1.54;0.63;1.75;2.6;65.718;0.0189
Kenya;1998;3.533.503.556;4.413.737.556;73.308;175.934;103.773;0.0335;16.050.676;176.613.794;1.039.178.241;122.132;0.7443;21.785;0.5925;88.023;1.55;1.13;1.54;2.68;68.443;0.0189
Kenya;1999;3.711.003.429;4.595.134.429;76.581;185.453;10.866;0.0406;16.370.404;1.864.595.611;1.089.438.633;126.157;0.7587;231.306;0.605;88.413;1.64;1.44;1.41;2.62;71.268;0.0189
Kenya;2000;3.598.583.503;4.482.583.503;83.716;17.452;101.146;0.0477;17.018.864;1.759.429.281;1.016.501.025;135.682;0.6193;21.191;0.6174;8.84;1.57;2.2;1.55;2.66;71.393;0.0189
Kenya;2001;3.554.476.684;4.622.769.684;77.659;174.745;102.417;0.0627;18.421.346;1.749.727.246;1.024.634.047;129.434;0.7186;212.484;0.6344;106.829;1.68;1.6;1.71;2.62;69.945;0.0189
Kenya;2002;3.634.655.664;4.702.642.664;75.991;18.101;105.686;0.0778;18.246.566;1.812.825.212;1.057.379.069;127.686;0.8069;221.097;0.6513;106.799;1.63;1.14;1.93;2.73;69.497;0.0189
Kenya;2003;3.740.926.045;4.815.166.045;67.144;191.594;114.426;0.0929;173.751;1.922.315.177;1.146.052.091;118.638;0.9173;239.499;0.6682;107.424;1.63;0.94;1.73;2.43;67.449;0.0189
Kenya;2004;3.963.222.225;5.031.592.225;76.404;200.697;118.143;0.1079;18.274.392;2.011.116.142;1.182.242.113;128.091;0.9983;251.397;0.6851;106.837;1.66;1.45;1.7;2.69;69.502;0.0189
Kenya;2005;4.081.667.606;5.149.845.606;85.989;200.603;120.344;0.123;19.198.976;2.012.387.107;1.205.259.134;136.843;11.819;252.584;0.7021;106.818;1.76;1.72;1.98;2.81;71.554;0.0189
Kenya;2006;4.054.197.225;5.049.965.225;96.745;19.378;113.517;0.1377;19.506.554;1.948.423.397;1.137.115.503;148.664;12.223;237.406;0.7227;99.577;1.87;1.93;2.54;3.15;72.235;0.0229
Kenya;2007;5.566.356.043;6.525.869.043;97.377;284.434;17.33;0.1524;19.290.354;2.847.829.686;1.733.761.872;148.685;14.202;386.316;0.7434;95.951;2.02;1.92;2.34;3.19;73.917;0.0268
Kenya;2008;5.671.684.462;6.675.270.462;103.006;288.858;173.633;0.1671;2.017.329;2.902.270.976;1.738.958.241;154.206;15.778;389.545;0.764;100.359;1.76;2.41;2.28;3.28;74.198;0.0308
Kenya;2009;571.256.008;669.660.208;123.061;278.959;167.418;0.1818;22.015.238;2.800.318.265;167.657.661;173.127;1.838;371.903;0.7847;98.404;1.82;2.96;2.44;4.08;77.979;0.0348
Kenya;2010;5.846.034.099;6.786.344.099;132.203;28.099;169.445;0.1965;2.260.675;2.811.068.555;1.694.947.979;181.648;20.468;374.434;0.8053;94.031;1.75;2.29;3.02;4.88;7.936;0.0387
Kenya;2011;6.016.977.457;7.011.661.457;135.286;287.715;176.554;0.2143;2.331.273;289.069.964;1.768.255.609;184.354;21.929;387.272;0.8242;99.468;2.2;2.57;3.43;4.51;78.864;0.039
Kenya;2012;5.948.266.815;6.959.774.815;10.64;299.216;18.689;0.2322;2.055.785;3.008.929.725;187.184.424;175.961;;408.113;0.8432;101.151;2.16;1.99;2.72;4.78;80.668;0.0393
Kiribati;1990;0.035656159;0.036546159;0.022;0.0114;0.0022;0;0.022874;0.011449167;0.002222993;;0;0.0047;0.0089;0.0009;;;;;;0
Kiribati;1991;0.035753725;0.036643725;0.022;0.0115;0.0023;0;0.022874;0.011513068;0.002250542;;0;0.0047;0.0091;0.0009;;;;;;0
Kiribati;1992;0.03593129;0.03682129;0.022;0.0116;0.0023;0;0.022874;0.011636969;0.002298091;;0;0.0047;0.0092;0.0009;;;;;;0
Kiribati;1993;0.036098855;0.036988855;0.022;0.0118;0.0023;0;0.022874;0.01176087;0.002335641;;0;0.0048;0.0093;0.0009;;;;;;0
Kiribati;1994;0.036256421;0.037146421;0.022;0.0119;0.0024;0;0.022874;0.01189477;0.00235319;;0;0.0048;0.0095;0.0009;;;;;;0
Kiribati;1995;0.036383986;0.037273986;0.022;0.012;0.0024;0;0.022874;0.012018671;0.00235074;;0;0.0048;0.0096;0.0009;;;;;;0
Kiribati;1996;0.051535225;0.052425225;0.0366;0.0124;0.0025;0.0001;0.03753;0.012381339;0.002454298;;0.0001;0.005;0.0098;0.0009;;;;;;0
Kiribati;1997;0.044452465;0.045342465;0.0293;0.0126;0.0025;0.0001;0.030202;0.012584006;0.002467856;;0.0001;0.005;0.01;0.0009;;;;;;0
Kiribati;1998;0.048361704;0.049251704;0.033;0.0128;0.0025;0.0001;0.033866;0.012786674;0.002481414;;0.0001;0.005;0.0102;0.0009;;;;;;0
Kiribati;1999;0.044942944;0.045832944;0.0293;0.013;0.0025;0.0001;0.030202;0.012989341;0.002494972;;0.0001;0.005;0.0105;0.0009;;;;;;0
Kiribati;2000;0.049552183;0.050442183;0.033;0.0135;0.0029;0.0002;0.033866;0.013532009;0.00286853;;0.0002;0.0057;0.0107;0.0009;;;;;;0
Kiribati;2001;0.042728142;0.043618142;0.0256;0.0138;0.003;0.0002;0.026538;0.013818342;0.003032746;;0.0002;0.006;0.0109;0.0009;;;;;;0
Kiribati;2002;0.058308101;0.059198101;0.0403;0.0144;0.0033;0.0003;0.041194;0.014394675;0.003326961;;0.0003;0.0067;0.0111;0.0009;;;;;;0
Kiribati;2003;0.05855206;0.05944206;0.0403;0.0146;0.0033;0.0003;0.041194;0.014571008;0.003341177;;0.0003;0.0067;0.0112;0.0009;;;;;;0
Kiribati;2004;0.062590019;0.063480019;0.044;0.0148;0.0034;0.0004;0.044858;0.014817341;0.003415393;;0.0004;0.0068;0.0114;0.0009;;;;;;0
Kiribati;2005;0.081283978;0.082173978;0.0623;0.0151;0.0035;0.0004;0.063178;0.015063675;0.003489609;;0.0004;0.0069;0.0116;0.0009;;;;;;0
Kiribati;2006;0.088896607;0.085336607;0.0696;0.0153;0.0035;0.0005;0.066056;0.015256522;0.00350988;;0.0005;0.007;0.0118;-0.0036;;;;;;0
Kiribati;2007;0.071081235;0.067521235;0.0513;0.0155;0.0037;0.0006;0.047736;0.015469369;0.003730151;;0.0006;0.0072;0.012;-0.0036;;;;;;0
Kiribati;2008;0.075119864;0.071559864;0.055;0.0157;0.0039;0.0007;0.0514;0.015652216;0.003850422;;0.0007;0.0074;0.0121;-0.0036;;;;;;0
Kiribati;2009;0.060778493;0.057218493;0.0403;0.0158;0.0039;0.0007;0.036744;0.015815064;0.003930693;;0.0007;0.0074;0.0123;-0.0036;;;;;;0
Kiribati;2010;0.083227121;0.079667121;0.0623;0.0161;0.004;0.0008;0.058728;0.016117911;0.004020964;;0.0008;0.0077;0.0125;-0.0036;;;;;;0
Kiribati;2011;0.083598689;0.080038689;0.0623;0.0163;0.0041;0.0009;0.058728;0.016265028;0.004110243;;0.0009;0.0077;0.0126;-0.0036;;;;;;0
Kiribati;2012;0.080272257;0.076712257;0.0585;0.0166;0.0042;0.0011;0.05489;0.016572146;0.004179522;;;0.008;0.0128;-0.0036;;;;;;0
Dem. Rep. Korea (North);1990;1.529.903.827;1.646.913.027;1.219.829;191.783;11.759;0.0702;133.556.474;1.924.877.391;1.181.584.229;1.332.593;83.955;96.779;16.577;117.009;0;15.87;76.82;4.64;231.832;127.461
Dem. Rep. Korea (North);1991;1.460.212.977;1.577.886.477;1.158.829;182.214;11.847;0.07;127.522.904;1.829.182.476;1.190.390.331;1.263.448;83.874;96.063;16.828;117.674;0;14.7;72.92;4.12;226.829;11.922
Dem. Rep. Korea (North);1992;1.331.584.368;1.449.922.168;1.039.812;173.939;117.135;0.0698;115.687.638;174.643.556;1.177.040.433;1.131.303;88.776;94.426;17.079;118.338;0;13.55;63.01;3.35;221.225;110.978
Dem. Rep. Korea (North);1993;1.244.080.918;1.363.083.018;962.312;165.487;115.586;0.0696;108.004.068;1.661.917.645;1.161.543.534;1.045.558;88.695;92.397;1.733;119.002;0;11.29;58.05;3.07;218.721;102.737
Dem. Rep. Korea (North);1994;1.135.683.368;1.255.349.768;884.812;157.333;92.845;0.0694;100.320.498;1.580.372.729;9.341.326.364;960.014;88.614;69.475;17.581;119.666;0;11.82;51.61;2.06;210.618;94.496
Dem. Rep. Korea (North);1995;1.058.213.819;1.178.544.519;833.312;148.082;76.127;0.0692;95.236.928;1.487.869.814;7.669.597.383;900.269;88.533;5.148;17.832;120.331;0;11.17;47.2;2.5;205.314;86.254
Dem. Rep. Korea (North);1996;9.604.042.389;1.081.176.139;742.312;144.333;72.722;0.1038;86.202.828;144.916.605;7.319.340.182;807.815;8.904;4.588;17.769;120.772;0;11.18;40.16;2.02;188.813;85.402
Dem. Rep. Korea (North);1997;8.902.584.592;1.014.197.459;668.481;143.763;76.631;0.1383;78.884.788;1.457.314.286;7.823.482.982;782.062;39.717;50.773;17.706;123.939;0;10.82;39.21;1.12;186.011;8.455
Dem. Rep. Korea (North);1998;8.211.123.995;9.435.795.995;600.238;14.282;76.325;0.1729;7.212.851;1.436.052.522;7.696.025.781;731.008;21.282;51.079;17.643;122.467;0;8.54;36.36;2.1;17.731;83.698
Dem. Rep. Korea (North);1999;8.791.190.797;100.169.188;656.432;142.821;77.791;0.2075;77.814.216;1.432.995.759;781.755.858;781.654;25.783;54.101;1.758;122.573;0;10.3;39.74;0.88;189.608;82.846
Dem. Rep. Korea (North);2000;93.007.398;105.333.728;708.637;140.778;78.239;0.242;83.097.684;1.412.865.995;7.865.361.379;829.201;29.295;54.061;17.517;123.263;0;11.36;42.03;1.69;196.407;81.994
Dem. Rep. Korea (North);2001;9.645.166.656;1.090.958.766;734.321;145.451;81.566;0.3178;85.996.478;1.459.002.759;8.191.538.679;855.676;33.124;58.044;17.673;126.442;0;11.83;43.91;1.55;198.148;84.628
Dem. Rep. Korea (North);2002;9.274.911.911;1.053.953.191;703.427;149.095;71.032;0.3937;82.954.186;1.492.861.523;7.118.865.979;827.551;34.974;47.137;17.829;126.462;0;11.29;41.9;1.56;192.789;87.262
Dem. Rep. Korea (North);2003;9.479.643.967;1.075.846.497;71.879;152.215;72.265;0.4695;84.547.412;1.528.740.287;7.280.363.278;845.426;37.081;47.472;17.985;127.882;0;11.44;42.92;1.52;19.673;89.897
Dem. Rep. Korea (North);2004;9.684.795.623;1.098.569.662;734.566;155.126;73.335;0.5453;86.209.374;1.565.624.051;7.446.060.578;864.201;38.602;47.436;18.141;13.009;0;11.67;43.9;1.53;200.671;92.531
Dem. Rep. Korea (North);2005;1.005.897.068;1.135.026.268;766.596;158.504;74.586;0.6211;8.944.195;1.592.228.815;7.517.287.878;899.677;39.976;48.049;18.296;129.129;0;12.01;46.27;1.29;208.812;95.165
Dem. Rep. Korea (North);2006;1.022.795.229;1.164.710.329;780.504;161.515;73.647;0.7128;92.159.122;1.619.749.726;7.401.571.103;913.065;43.501;47.841;18.388;141.915;0;11.99;47.39;0.99;211.122;98.244
Dem. Rep. Korea (North);2007;8.955.841.101;103.703.431;650.558;16.454;72.441;0.8046;79.164.666;1.647.385.637;7.260.334.328;785.254;44.571;47.378;18.481;14.145;0;10.13;38.75;1.18;183.332;101.323
Dem. Rep. Korea (North);2008;9.697.194.712;1.111.910.971;72.155;167.116;7.209;0.8963;86.274.238;1.676.719.549;7.253.357.553;856.643;47.181;47.323;18.573;142.192;0;11.21;43.22;1.21;195.842;104.401
Dem. Rep. Korea (North);2009;9.680.439.323;1.111.876.932;716.677;170.259;71.228;0.988;8.579.044;171.698.646;7.239.350.778;853.832;48.324;47.323;18.665;143.833;0;10.93;43.05;1.3;193.552;10.748
Dem. Rep. Korea (North);2010;9.289.781.735;1.070.213.673;674.177;173.412;70.591;10.798;8.153.873;1.734.259.371;7.060.264.003;81.322;49.541;4.756;18.757;141.236;0;10.2;40.32;1.31;184.362;110.559
Dem. Rep. Korea (North);2011;7.438.844.283;8.873.621.283;483.477;175.952;72.136;12.319;6.247.369;1.771.739.203;7.313.184.761;625.846;5.131;48.007;18.821;143.478;0;7.34;27.92;1.32;147.379;112.667
Dem. Rep. Korea (North);2012;7.195.525.832;8.614.037.832;45.42;178.359;73.153;13.841;5.954.916;1.786.666.035;734.042.552;631.672;;47.793;18.886;141.851;0;7.32;28.2;1.3;148.696;114.776
Rep. Korea (South);1990;2.882.731.565;2.614.930.565;2.460.445;244.509;166.206;11.572;2.192.584;244.541.573;1.662.327.103;2.394.564;238.552;137.115;112.401;-267.801;6.11;62.81;53.61;43.26;743.004;5.476
Rep. Korea (South);1991;3.138.971.143;2.871.872.143;2.717.106;240.872;163.378;17.615;24.499.475;2.409.049.641;1.634.047.548;264.046;25.034;136.256;111.916;-267.099;9.03;74.07;64.19;48.51;721.529;51.231
Rep. Korea (South);1992;3.416.077.781;3.149.680.781;2.990.552;237.693;164.175;23.657;272.409.526;2.377.261.553;1.642.018.993;2.863.056;302.211;139.479;111.431;-266.397;11.65;85.62;68.61;53.95;733.554;47.702
Rep. Korea (South);1993;3.706.786.799;3.441.091.699;3.277.778;236.094;163.215;2.97;30.120.235;2.361.264.464;1.632.418.438;3.131.852;321.364;142.525;110.947;-265.695;14.25;94.63;76.99;60.85;762.979;44.172
Rep. Korea (South);1994;3.973.583.537;3.708.590.437;3.543.179;232.079;162.582;35.742;327.812.636;2.321.123.375;1.626.091.884;3.376.447;34.319;143.483;110.462;-264.993;20.33;105.96;85.41;63.9;783.104;40.643
Rep. Korea (South);1995;4.294.037.175;4.029.746.075;3.861.227;22.846;162.565;41.785;359.687.572;2.284.929.286;1.625.923.329;3.668.743;369.964;145.452;109.978;-264.291;23.4;117.59;88.86;71.72;849.929;37.114
Rep. Korea (South);1996;4.586.634.949;4.323.041.749;4.128.378;23.295;164.884;60.423;386.472.908;2.329.804.712;164.908.744;3.920.801;408.606;147.854;109.473;-263.593;28.63;130;94.28;75.58;883.047;39.154
Rep. Korea (South);1997;4.863.113.003;4.600.210.703;4.379.658;234.254;170.139;79.062;411.671.092;2.342.788.138;170.159.055;4.163.959;440.178;150.008;108.969;-262.902;31.45;148.56;96.48;77.77;894.665;41.194
Rep. Korea (South);1998;4.237.953.717;3.975.749.617;374.026;233.333;166.661;9.77;347.801.442;2.333.557.564;1.666.789.661;3.596.716;39.147;141.203;108.465;-262.204;31.64;131.25;88.86;65.12;701.182;43.234
Rep. Korea (South);1999;4.607.609.971;4.346.128.771;4.093.455;231.934;165.881;116.339;383.191.226;231.968.499;1.659.091.772;3.941.074;423.958;134.618;10.796;-261.481;33.25;139.2;96.4;71.76;82.22;45.274
Rep. Korea (South);2000;5.164.103.765;4.903.496.065;4.632.617;230.821;165.688;134.977;437.177.634;2.309.496.416;1.657.928.883;4.466.231;461.611;128.906;107.456;-260.608;32.16;180.15;106.3;77.72;777.218;47.313
Rep. Korea (South);2001;5.330.608.216;5.014.631.316;4.780.038;235.234;163.843;151.494;446.405.002;2.352.399.273;1.638.476.732;4.610.689;487.009;12.518;10.773;-315.977;31.41;194.84;105.41;80.86;748.086;51.503
Rep. Korea (South);2002;5.309.206.167;4.993.902.567;4.737.932;239.443;163.821;16.801;44.226.226;239.446.613;1.638.234.581;4.552.247;525.781;123.074;108.004;-315.304;31.34;188.2;100.22;86.07;751.655;55.692
Rep. Korea (South);2003;5.382.915.398;5.068.305.798;479.171;24.379;162.889;184.526;447.707.886;2.438.021.988;162.898.643;4.581.105;573.236;120.197;108.278;-31.461;34.54;193.04;97.78;88.12;731.823;59.882
Rep. Korea (South);2004;5.601.481.949;5.287.707.549;4.982.013;250.029;168.397;201.042;466.806.094;2.501.272.845;168.476.828;4.791.263;575.918;12.565;108.552;-313.774;36.06;220.67;94.8;88.85;683.992;64.071
Rep. Korea (South);2005;559.271.064;527.946.814;4.947.277;255.825;17.205;217.559;463.400.296;2.558.418.703;1.720.644.129;4.785.421;569.659;128.806;108.826;-313.243;40.49;225.07;89.52;86.16;70.966;6.826
Rep. Korea (South);2006;5.688.814.368;5.365.306.568;5.035.838;261.168;171.394;220.415;4.712.268;2.612.020.024;1.714.215.748;4.865.333;590.521;123.949;109.112;-323.508;42.13;232.95;95.12;86.1;651.254;72.379
Rep. Korea (South);2007;5.834.895.336;5.512.091.136;5.164.334;267.194;180.096;223.271;484.146.618;2.672.287.345;1.801.250.367;5.006.845;589.619;129.133;109.398;-322.804;40.29;249.62;91.63;88.47;633.148;76.497
Rep. Korea (South);2008;5.956.433.144;5.634.329.044;5.275.096;272.701;182.509;226.127;49.529.297;2.727.350.667;1.825.367.986;5.124.158;594.983;127.509;109.684;-322.104;40.44;263;95.93;84.19;612.342;80.615
Rep. Korea (South);2009;6.099.992.311;5.778.562.511;5.405.975;278.931;186.103;228.984;508.451.028;2.789.501.988;1.861.185.605;526.687;595.363;127.789;10.997;-32.143;37.74;283.14;88.67;85.16;612.436;84.734
Rep. Korea (South);2010;6.589.540.379;6.268.783.179;5.880.991;284.674;192.036;23.184;556.022.836;2.846.769.309;1.920.381.224;5.759.282;589.881;129.921;110.256;-320.757;40.64;316.29;99.07;86.76;64.923;88.852
Rep. Korea (South);2011;6.868.605.194;6.548.648.394;6.139.988;283.633;195.761;249.223;581.992.686;2.836.903.819;1.958.078.155;6.015.542;615.904;126.586;110.473;-319.957;39.95;338.99;104.17;85.6;637.401;90.541
Rep. Korea (South);2012;6.933.254.845;6.613.895.145;6.172.418;287.655;206.576;266.607;5.853.058.196;2.876.545.329;2.065.755.085;6.047.102;64.006;135.403;11.069;-31.936;39.22;343.15;101.59;88.06;626.871;92.231
Kuwait;1990;7.927.542.652;7.927.350.652;304.557;486.199;0.1611;0.0387;30.453.828;4.861.985.509;0.161122749;780.188;0.4857;0.1959;0.5749;-0.0019;1.06;20.66;5.09;2.81;0.1611;492.977
Kuwait;1991;9.182.358.096;9.180.831.096;361.855;555.109;0.0793;0.0479;36.170.262;5.551.085.378;0.079319193;910.927;0.0955;0.0662;0.5692;-0.0153;0.43;4.78;1.23;1.88;0.0511;831.515
Kuwait;1992;872.487.474;872.333.674;246.541;624.568;0.0809;0.0571;24.638.678;6.245.678.247;0.080855637;862.897;0.3209;0.0747;0.5635;-0.0154;2.2;11.96;6.77;4.49;0.2612;628.085
Kuwait;1993;1.009.291.118;1.009.001.618;313.194;694.182;0.1252;0.0662;31.290.452;6.941.824.117;0.125242081;999.044;0.3154;0.1416;0.5578;-0.029;2.04;16.08;9.08;4.73;0.2612;697.532
Kuwait;1994;1.134.010.843;1.133.854.243;368.087;763.704;0.1466;0.0754;36.793.014;7.637.039.986;0.146608526;1.120.892;0.5737;0.1761;0.5521;-0.0157;2.72;21.13;8.99;4.99;0.2812;766.979
Kuwait;1995;1.215.639.507;1.215.346.207;379.913;833.272;0.1608;0.0846;37.962;8.332.721.855;0.16082497;1.197.638;10.555;0.2082;0.5464;-0.0293;2.94;20.69;9.83;5.29;0.3113;836.426
Kuwait;1996;1.213.709.175;1.213.549.875;371.169;839.077;0.2005;0.1459;37.100.928;8.390.766.769;0.200513798;1.193.929;11.425;0.2621;0.5634;-0.0159;2.91;21;8.5;5.39;0.311;841.919
Kuwait;1997;1.230.490.763;1.230.330.363;381.651;84.478;0.1989;0.2072;38.149.018;8.447.797.682;0.198862627;1.210.003;12.038;0.2645;0.5804;-0.016;3.28;22.28;8;5.64;0.3208;847.596
Kuwait;1998;1.292.053.691;1.291.754.891;436.808;850.457;0.2104;0.2685;43.650.882;8.504.569.595;0.210431456;1.273.914;0.939;0.2775;0.5975;-0.0299;3.35;26.15;9.85;5.78;0.3205;852.909
Kuwait;1999;1.343.882.259;1.343.719.059;482.047;856.219;0.2318;0.3298;4.818.841;8.562.191.508;0.231800285;1.324.206;10.443;0.3089;0.6145;-0.0163;3.2;30.88;9.42;5.95;0.3303;858.403
Kuwait;2000;1.374.337.786;1.374.035.086;506.202;862.003;0.2223;0.3911;50.589.884;8.620.027.421;0.222269113;1.355.198;0.981;0.3114;0.6316;-0.0303;2.58;32.21;10.63;5.96;0.33;863.898
Kuwait;2001;1.451.397.978;1.451.230.278;544.472;899.249;0.2514;0.5162;5.443.045;8.992.490.623;0.251437327;143.171;0.9742;0.3431;0.6515;-0.0168;2.47;36.44;10.32;6.07;0.34;90.001
Kuwait;2002;1.521.084.609;1.520.915.709;574.121;936.682;0.3868;0.6414;5.739.521;9.366.817.826;0.38679554;1.495.083;14.291;0.4996;0.6714;-0.0169;3.05;38.49;10.06;6.45;0.35;941.583
Kuwait;2003;1.602.046.161;1.601.735.961;617.695;97.402;0.2665;0.7665;61.738.512;9.740.203.028;0.266513754;1.574.287;16.935;0.3911;0.6914;-0.031;4.45;37.36;14.11;7.01;0.36;985.887
Kuwait;2004;1.675.448.892;1.675.277.092;652.722;1.011.174;0.2636;0.8917;65.255.022;1.011.173.923;0.263601968;1.642.588;22.034;0.3814;0.7113;-0.0172;4.19;40.16;14.16;7.46;0.37;1.021.088
Kuwait;2005;1.793.931.183;1.793.616.883;729.734;104.835;0.5678;10.168;72.941.998;1.048.350.243;0.567820181;1.759.041;20.867;0.6811;0.7312;-0.0314;3.97;44.42;17.21;8.08;0.43;1.057.641
Kuwait;2006;1.791.388.474;1.791.201.374;723.117;1.052.577;0.4146;11.548;72.293.016;1.052.576.741;0.41460071;1.756.065;22.504;0.5246;0.7573;-0.0187;4.27;46.78;13.25;9.16;0.43;1.059.865
Kuwait;2007;1.788.991.985;1.788.803.285;716.689;1.056.738;0.2636;12.928;71.650.056;1.056.738.039;0.263621239;1.753.536;23.884;0.3639;0.7834;-0.0189;4.92;48.24;11.95;9.47;0.46;1.052.336
Kuwait;2008;1.839.603.396;1.839.312.596;760.718;1.060.908;0.367;14.308;76.042.686;1.060.907.536;0.366971769;1.799.547;27.279;0.4583;0.8095;-0.0291;5.28;51.01;12.46;10.43;0.51;1.055.447
Kuwait;2009;1.912.212.626;1.911.962.426;828.513;1.065.116;0.2895;15.688;82.826.298;1.065.115.934;0.289502298;1.874.545;25.655;0.3758;0.8355;-0.025;3.61;56.74;12.66;11.61;0.5;1.059.445
Kuwait;2010;1.906.321.237;1.906.068.737;816.915;1.069.373;0.2965;17.068;81.666.218;1.069.372.731;0.296532827;1.866.845;27.035;0.3826;0.8616;-0.0253;3.92;55.28;12.15;12.4;0.48;1.063.745
Kuwait;2011;1.955.984.811;1.955.730.111;86.246;1.071.527;0.2988;19.009;86.220.574;1.071.527.393;0.298826309;1.912.898;30.221;0.385;0.8916;-0.0255;5.42;59.09;13.55;11.55;0.54;1.065.598
Kuwait;2012;2.024.955.926;2.024.698.926;92.766;1.073.681;0.2665;20.949;92.740.344;1.073.681.355;0.266519791;1.980.152;32.161;0.3527;0.9216;-0.0257;5.94;61.5;16.81;12.4;0.56;1.067.452
Kyrgyzstan;1990;2.672.525.246;2.672.525.246;230.605;;;0.0199;;;;242.496;0.6304;;18.553;;0.26;3.88;8.28;5.96;47.186;1.411
Kyrgyzstan;1991;2.396.781.542;2.396.781.542;20.716;;;0.0182;;;;216.899;0.5842;;16.837;;0.22;3.88;7.41;4.61;45.665;12.234
Kyrgyzstan;1992;2.114.127.736;2.114.294.736;136.896;53.892;20.459;0.0166;136.896;539.009.552;2.046.655.616;144.602;0.5662;46.127;15.122;0.0017;0.18;2.69;3.32;2.68;47.344;10.359
Kyrgyzstan;1993;1.675.760.367;1.429.268.367;100.281;48.296;18.849;0.015;756.149;483.055.628;1.885.668.224;107.406;0.363;43.034;13.406;-24.649;0.05;1.5;2.86;1.56;39.723;0.8483
Kyrgyzstan;1994;1.237.175.597;9.895.345.968;64.779;42.157;16.648;0.0133;3.999.776;421.663.704;1.665.590.832;71.109;0.2112;38.807;1.169;-24.764;0.04;1.17;2.6;0.5;21.802;0.6607
Kyrgyzstan;1995;9.348.734.271;6.860.834.271;45.839;34.096;13.435;0.0117;2.094.318;34.105.678;134.423.344;50.112;0.1656;31.645;0.9974;-24.879;0.19;2.18;0.56;1.11;0.6881;0.4732
Kyrgyzstan;1996;1.027.094.665;7.783.466.649;57.511;32.055;13.021;0.0122;3.263.176;320.578.984;1.302.311.952;60.604;0.2833;29.834;0.9438;-24.875;0.21;2.45;1.01;1.17;0.9813;0.449
Kyrgyzstan;1997;1.002.618.103;7.525.901.028;56.761;30.676;12.698;0.0127;3.163.806;307.423.188;1.275.200.464;59.295;0.3388;28.777;0.8902;-25.003;0.14;2.39;1.05;1.25;0.8146;0.4249
Kyrgyzstan;1998;1.040.028.341;7.883.643.406;60.117;30.547;13.207;0.0131;3.487.964;305.862.392;1.323.918.976;62.186;0.3649;29.801;0.8366;-25.166;0.16;1.79;1.16;1.21;16.579;0.4008
Kyrgyzstan;1999;9.143.921.784;6.609.061.784;47.605;30.325;13.372;0.0136;2.225.258;303.276.596;1.337.417.488;51.078;0.2041;3.039;0.783;-25.349;0.12;1.71;1.14;1.12;0.7611;0.3766
Kyrgyzstan;2000;9.024.190.163;6.477.690.163;46.492;30.056;13.554;0.0141;2.102.392;3.005.728;1.355.476;49.369;0.2632;30.946;0.7295;-25.465;0.12;1.99;0.83;0.84;0.9244;0.3525
Kyrgyzstan;2001;8.387.253.705;6.001.683.705;39.645;3.02;13.833;0.0195;1.578.926;30.200.062;138.328;42.761;0.254;31.417;0.7155;-23.856;0.07;1.75;0.62;0.88;0.6692;0.3569
Kyrgyzstan;2002;9.295.555.248;6.900.355.248;49.538;30.437;12.732;0.0249;2.557.638;30.442.044;1.273.654;52.453;0.2887;30.601;0.7015;-23.952;0.1;1.61;1.47;0.77;10.339;0.3614
Kyrgyzstan;2003;1.009.141.879;768.463.879;55.774;30.593;14.245;0.0302;3.170.612;30.592.626;1.424.518;57.745;0.4076;32.317;0.6876;-24.068;0.1;1.65;1.66;0.93;11.687;0.3658
Kyrgyzstan;2004;1.005.412.833;7.638.328.333;55.724;30.416;14.046;0.0356;3.154.972;30.424.508;1.405.272;57.137;0.468;31.988;0.6736;-24.158;0.15;1.64;1.58;1.17;0.9535;0.3702
